name,salary_from,salary_to,salary_currency,area_name,published_at
"Печатник на широкоформатный принтер, УФ принтер",1500000.0,4000000.0,UZS,Ташкент,2022-12-20T07:11:11+0300
Специалист по техническому обслуживанию оборудования,60000.0,,RUR,Ирбит,2022-12-20T05:23:52+0300
Аналитик,300000.0,,KZT,Алматы,2022-12-20T07:40:39+0300
Программист 1С,,,,Южноуральск,2022-12-20T06:57:48+0300
Токарь-универсал,120000.0,,RUR,Оренбург,2022-12-20T05:44:59+0300
Ведущий инженер-конструктор (разработчик FPGA),,,,Екатеринбург,2022-12-20T05:33:28+0300
Механик,120000.0,120000.0,RUR,Екатеринбург,2022-12-20T07:17:26+0300
"Инженер по слаботочным системам (СКС, ОПС, СКУД)",65000.0,,RUR,Екатеринбург,2022-12-20T05:55:30+0300
Станочник широкого профиля,45000.0,50000.0,RUR,Иркутск,2022-12-20T06:09:20+0300
Backend-разработчик,50000.0,,RUR,Челябинск,2022-12-20T05:42:59+0300
Java-разработчик,,,,Санкт-Петербург,2022-12-20T07:49:45+0300
Токарь,60000.0,,RUR,Барнаул,2022-12-20T04:57:28+0300
Механик,120000.0,,RUR,Омск,2022-12-20T07:05:36+0300
Токарь,31500.0,,RUR,Кемерово,2022-12-20T06:32:46+0300
Сервисный инженер (механик) по ремонту спецтехники,50000.0,,RUR,Курган,2022-12-20T07:31:15+0300
Инженер по технической документации,39000.0,39000.0,RUR,Каменск-Уральский,2022-12-20T06:45:45+0300
Интегратор Битрикс24 / Bitrix24,1000000.0,1200000.0,KZT,Астана,2022-12-20T07:08:08+0300
Системный администратор,,,,Москва,2022-12-20T05:04:49+0300
Проектный менеджер,,,,Алматы,2022-12-20T06:39:35+0300
Фрезеровщик,120000.0,,RUR,Нижний Новгород,2022-12-20T05:46:16+0300
Механик,120000.0,120000.0,RUR,Сургут,2022-12-20T07:03:45+0300
Техник связи,22000.0,,RUR,Красноярск,2022-12-20T07:06:03+0300
Оператор технической поддержки,27000.0,32000.0,RUR,Красноярск,2022-12-20T06:08:53+0300
Сервисный инженер,,34000.0,RUR,Воткинск,2022-12-20T07:09:55+0300
Механик компрессорного цеха,50000.0,,RUR,Хабаровск,2022-12-20T07:10:09+0300
Архитектор 1С,,,,Междуреченск,2022-12-20T05:10:46+0300
Бизнес-аналитик,65000.0,85000.0,RUR,Челябинск,2022-12-20T07:46:24+0300
Шлифовщик на круглую шлифовку,65000.0,,RUR,Екатеринбург,2022-12-20T06:56:13+0300
Токарь,50000.0,,RUR,Екатеринбург,2022-12-20T06:35:21+0300
Ученик оператора станков с ЧПУ,35000.0,,RUR,Новокузнецк,2022-12-20T04:31:11+0300
Токарь-универсал,57500.0,,RUR,Воронеж,2022-12-20T07:33:08+0300
Инженер по гарантии,50000.0,,RUR,Тюмень,2022-12-20T07:15:20+0300
Токарь-универсал,60000.0,90000.0,RUR,Екатеринбург,2022-12-20T06:37:12+0300
Специалист по обслуживанию оборудования в г.Новосибирск,60000.0,,RUR,Новосибирск,2022-12-20T07:08:39+0300
Разработчик C/C++,,,,Новосибирск,2022-12-20T06:10:51+0300
Токарь,32.0,40000.0,RUR,Верхнеуральск,2022-12-20T06:27:45+0300
Руководитель группы разработки 1C,230000.0,345000.0,RUR,Самара,2022-12-20T07:59:21+0300
Маркетолог-аналитик,50000.0,80000.0,RUR,Екатеринбург,2022-12-20T06:08:36+0300
Печатник уф-принтера / оператор лазерного станка,35000.0,45000.0,RUR,Казань,2022-12-20T05:12:13+0300
Наладчик станков с ЧПУ,46500.0,,RUR,Миасс,2022-12-20T07:59:29+0300
Сервисный инженер,,,,Новосибирск,2022-12-20T04:52:20+0300
Специалист по информационным технологиям,5000000.0,,UZS,Ташкент,2022-12-20T07:25:07+0300
"Fullstack разработчик, JS /wordpress",10000.0,40000.0,RUR,Москва,2022-12-20T07:51:50+0300
Оператор станка с ЧПУ,72000.0,,RUR,Хабаровск,2022-12-20T07:00:06+0300
Программист 1C,50000.0,100000.0,RUR,Сосновоборск,2022-12-20T05:55:09+0300
Механик - снабженец (Красноярск),60000.0,60000.0,RUR,Красноярск,2022-12-20T05:17:44+0300
Программист 1C,50000.0,100000.0,RUR,Дивногорск,2022-12-20T05:54:10+0300
Junior full-stack web developer (Bitrix/Bitrix24),75000.0,100000.0,RUR,Красноярск,2022-12-20T06:18:35+0300
Программист 1С,,120000.0,RUR,Владивосток,2022-12-20T05:16:59+0300
Стажер сервисного отдела,,,,Новосибирск,2022-12-20T04:52:04+0300
Ведущий технический дизайнер,,70000.0,RUR,Екатеринбург,2022-12-20T05:44:45+0300
Механик,,,,Богданович,2022-12-20T04:46:30+0300
Архитектор 1С,,,,Прокопьевск,2022-12-20T05:10:55+0300
Руководитель проекта (мобильное приложение),,,,Новосибирск,2022-12-20T07:19:14+0300
Шлифовщик,125000.0,,RUR,Чебоксары,2022-12-20T05:53:32+0300
Монтажник связи,45000.0,110000.0,RUR,Екатеринбург,2022-12-20T07:20:55+0300
Механик дробильно-сортировочного участка (ДСУ),60000.0,,RUR,Асбест,2022-12-20T05:28:35+0300
Механик,56000.0,,RUR,Кемерово,2022-12-20T04:11:56+0300
Инженер-программист отдела информационных технологий в образовании,40000.0,,RUR,Киров (Кировская область),2022-12-20T07:55:32+0300
Токарь-расточник,90000.0,,RUR,Полевской,2022-12-20T06:37:12+0300
Программист 1C,50000.0,100000.0,RUR,Заозерный,2022-12-20T05:50:13+0300
Junior full-stack web developer (Bitrix/Bitrix24),50000.0,100000.0,RUR,Чебоксары,2022-12-20T06:18:35+0300
Механик,120000.0,,RUR,Казань,2022-12-20T07:14:27+0300
Механик автоколонны,54000.0,,RUR,Альметьевск,2022-12-20T07:27:41+0300
Токарь,55000.0,65000.0,RUR,Екатеринбург,2022-12-20T05:05:44+0300
Токарь-универсал,60000.0,,RUR,Екатеринбург,2022-12-20T07:51:20+0300
"Механик автоколонны на участок ""Пермяковский""",,,,Белово,2022-12-20T05:24:53+0300
Руководитель продаж и маркетинга,400000.0,800000.0,KZT,Алматы,2022-12-20T07:10:24+0300
Токарь,32.0,40000.0,RUR,Магнитогорск,2022-12-20T06:27:42+0300
Backend разработчик,130000.0,160000.0,RUR,Новосибирск,2022-12-20T07:49:09+0300
"Монтажник / бригада слаботочных систем (АПС, СОУЭ, СКУД)",80000.0,,RUR,Балашиха,2022-12-20T06:52:49+0300
Специалист отдела планирования продаж (аналитик по планированию продаж),,,,Алматы,2022-12-20T07:21:21+0300
Программист 1С,,,,Еманжелинск,2022-12-20T06:57:55+0300
Токарь,34000.0,34000.0,RUR,Камень-на-Оби,2022-12-20T05:17:27+0300
Программист 1C,50000.0,100000.0,RUR,Ужур,2022-12-20T05:49:30+0300
Системный администратор,,,,Новокузнецк,2022-12-20T04:53:18+0300
"Сборщик панелей (СИП, ППУ, ППС)",40000.0,,RUR,Артемовский (Свердловская область),2022-12-20T05:55:25+0300
Пресейл инженер (Информационная безопасность),,,,Ташкент,2022-12-20T07:09:30+0300
Техник,38000.0,,RUR,Красноярск,2022-12-20T04:15:48+0300
Инженер по гарантии,250000.0,250000.0,KZT,Астана,2022-12-20T07:27:43+0300
Инженер технической поддержки отдела маркетинга,30000.0,45000.0,RUR,Челябинск,2022-12-20T07:16:35+0300
Фрезеровщик,70000.0,,RUR,Екатеринбург,2022-12-20T06:37:12+0300
Сервисный инженер по медицинскому оборудованию,,,,Екатеринбург,2022-12-20T06:45:59+0300
Программист 1C,50000.0,100000.0,RUR,Лесосибирск,2022-12-20T05:53:50+0300
Инженер-электроник,60000.0,65000.0,RUR,Екатеринбург,2022-12-20T07:27:08+0300
Начинающий техник по подключению абонентов (инсталлятор ),30000.0,,RUR,Волгореченск,2022-12-20T07:10:06+0300
Фрезеровщик,93000.0,,RUR,Новосибирск,2022-12-20T05:47:24+0300
Начальник отдела информационных технологий,,,,Новокузнецк,2022-12-20T05:51:59+0300
Техник по обслуживанию разливного оборудования,,,,Ленинск-Кузнецкий,2022-12-20T04:05:39+0300
Фрезеровщик,50000.0,,RUR,Екатеринбург,2022-12-20T07:51:21+0300
Специалист ИТ отдела,45000.0,45000.0,RUR,Красноярск,2022-12-20T06:25:15+0300
Зуборезчик,126000.0,130000.0,RUR,Ижевск,2022-12-20T07:40:18+0300
Токарь,29000.0,,RUR,Красноярск,2022-12-20T04:50:39+0300
Сервисный инженер,65000.0,85000.0,RUR,Новокузнецк,2022-12-20T07:29:35+0300
Слесарь-ремонтник,,,,Екатеринбург,2022-12-20T06:37:12+0300
Специалист по кибербезопасности,,,,Москва,2022-12-20T04:09:55+0300
Токарь-расточник,30000.0,,RUR,Миасс,2022-12-20T07:38:02+0300
Руководитель проекта (IT),,,,Москва,2022-12-20T07:40:23+0300
Программист 1C,50000.0,100000.0,RUR,Шушенское,2022-12-20T05:48:55+0300
Технический специалист домофонии(без опыта),35000.0,,RUR,Красноярск,2022-12-20T06:07:24+0300
Инженер-программист (Middle+),85000.0,,RUR,Томск,2022-12-20T07:48:05+0300
Инженер технической поддержки,40000.0,60000.0,RUR,Красноярск,2022-12-20T06:05:45+0300
Middle - разработчик C#,,,,Новосибирск,2022-12-20T04:51:15+0300
Бизнес-аналитик,150000.0,,RUR,Москва,2022-12-20T05:15:52+0300
